rank,symbol,name,last_price,indices
598,SARDAEN,Sarda Energy and Minerals Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
599,SAREGAMA,Saregama India Ltd,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
600,SCHAEFFLER,Schaeffler India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
601,SCHNEIDER,Schneider Electric Infrastructure Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
602,SENCO,Senco Gold Ltd.,,Nifty Microcap 250|Nifty Total Market
603,STYL,Seshaasai Technologies Ltd.,,Nifty Microcap 250|Nifty Total Market
604,SHAILY,Shaily Engineering Plastics Ltd.,,Nifty Microcap 250|Nifty Total Market
605,SHAKTIPUMP,Shakti Pumps (India) Ltd.,,Nifty Microcap 250|Nifty Total Market
606,SHARDACROP,Sharda Cropchem Ltd.,,Nifty Microcap 250|Nifty Total Market
607,SHAREINDIA,Share India Securities Ltd.,,Nifty Microcap 250|Nifty Total Market
608,SFL,Sheela Foam Ltd.,,Nifty Microcap 250|Nifty Total Market
609,SHILPAMED,Shilpa Medicare Ltd.,,Nifty Microcap 250|Nifty Total Market
610,SCI,Shipping Corporation of India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
611,SHREECEM,Shree Cement Ltd.,24795.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
612,RENUKA,Shree Renuka Sugars Ltd.,,Nifty Microcap 250|Nifty Total Market
613,SHRIRAMFIN,Shriram Finance Ltd.,1122.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
614,SHYAMMETL,Shyam Metalics and Energy Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
615,ENRIN,Siemens Energy India Ltd.,3536.3,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
616,SIEMENS,Siemens Ltd.,3940.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
617,SIGNATURE,Signatureglobal (India) Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
618,SKIPPER,Skipper Ltd.,,Nifty Microcap 250|Nifty Total Market
619,SMARTWORKS,Smartworks Coworking Spaces Ltd.,,Nifty Microcap 250|Nifty Total Market
620,SOBHA,Sobha Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
621,SOLARINDS,Solar Industries India Ltd.,19969.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
622,SONACOMS,Sona BLW Precision Forgings Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
623,SONATSOFTW,Sonata Software Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
624,SOUTHBANK,South Indian Bank Ltd.,,Nifty Microcap 250|Nifty Total Market
625,STARCEMENT,Star Cement Ltd.,,Nifty Microcap 250|Nifty Total Market
626,STARHEALTH,Star Health and Allied Insurance Company Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
627,SBIN,State Bank of India,1067.7,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
628,SAIL,Steel Authority of India Ltd.,169.51,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
629,SWSOLAR,Sterling and Wilson Renewable Energy Ltd.,,Nifty Microcap 250|Nifty Total Market
630,STLTECH,Sterlite Technologies Ltd.,,Nifty Microcap 250|Nifty Total Market
631,STAR,Strides Pharma Science Ltd.,,Nifty Microcap 250|Nifty Total Market
632,STYRENIX,Styrenix Performance Materials Ltd.,,Nifty Microcap 250|Nifty Total Market
633,SUBROS,Subros Ltd.,,Nifty Microcap 250|Nifty Total Market
634,SUDARSCHEM,Sudarshan Chemical Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
635,SUDEEPPHRM,Sudeep Pharma Ltd.,,Nifty Microcap 250|Nifty Total Market
636,SUMICHEM,Sumitomo Chemical India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
637,SPARC,Sun Pharma Advanced Research Company Ltd.,,Nifty Microcap 250|Nifty Total Market
638,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,1930.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
639,SUNTV,Sun TV Network Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Quality 50|Nifty Total Market
640,SUNDARMFIN,Sundaram Finance Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
641,SUNTECK,Sunteck Realty Ltd.,,Nifty Microcap 250|Nifty Total Market
642,SUPREMEIND,Supreme Industries Ltd.,3558.9,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
643,SPLPETRO,Supreme Petrochem Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
644,SUPRIYA,Supriya Lifescience Ltd.,,Nifty Microcap 250|Nifty Total Market
645,SURYAROSNI,Surya Roshni Ltd.,,Nifty Microcap 250|Nifty Total Market
646,SUZLON,Suzlon Energy Ltd.,47.1,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
647,SWANCORP,Swan Corp Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
648,SWIGGY,Swiggy Ltd.,276.3,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
649,SYNGENE,Syngene International Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
650,SYRMA,Syrma SGS Technology Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
651,TARC,TARC Ltd.,,Nifty Microcap 250|Nifty Total Market
652,TBOTEK,TBO Tek Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
653,TDPOWERSYS,TD Power Systems Ltd.,,Nifty Microcap 250|Nifty Total Market
654,TSFINV,TSF Investments Ltd.,,Nifty Microcap 250|Nifty Total Market
655,TVSMOTOR,TVS Motor Company Ltd.,4307.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
656,TVSSCS,TVS Supply Chain Solutions Ltd.,,Nifty Microcap 250|Nifty Total Market
657,TMB,Tamilnad Mercantile Bank Ltd.,,Nifty Microcap 250|Nifty Total Market
658,TANLA,Tanla Platforms Ltd.,,Nifty Microcap 250|Nifty Total Market
659,TATACAP,Tata Capital Ltd.,364.2,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
660,TATACHEM,Tata Chemicals Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
661,TATACOMM,Tata Communications Ltd.,1718.1,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
662,TCS,Tata Consultancy Services Ltd.,2361.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
663,TATACONSUM,Tata Consumer Products Ltd.,1079.5,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
664,TATAELXSI,Tata Elxsi Ltd.,3772.7,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
665,TATAINVEST,Tata Investment Corporation Ltd.,667.3,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
666,TMCV,Tata Motors Ltd.,474.3,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
667,TMPV,Tata Motors Passenger Vehicles Ltd.,334.5,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
668,TATAPOWER,Tata Power Co. Ltd.,382.05,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
669,TATASTEEL,Tata Steel Ltd.,183.5,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
670,TATATECH,Tata Technologies Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
671,TTML,Tata Teleservices (Maharashtra) Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
672,TECHM,Tech Mahindra Ltd.,1632.8,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
673,TECHNOE,Techno Electric & Engineering Company Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
674,TEGA,Tega Industries Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
675,TEJASNET,Tejas Networks Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
676,TENNIND,Tenneco Clean Air India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
677,TEXRAIL,Texmaco Rail & Eng. Ltd.,,Nifty Microcap 250|Nifty Total Market
678,THANGAMAYL,Thangamayil Jewellery Ltd.,,Nifty Microcap 250|Nifty Total Market
679,ANUP,The Anup Engineering Ltd.,,Nifty Microcap 250|Nifty Total Market
680,NIACL,The New India Assurance Company Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
681,RAMCOCEM,The Ramco Cements Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
682,THERMAX,Thermax Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
683,THOMASCOOK,Thomas Cook (India) Ltd.,,Nifty Microcap 250|Nifty Total Market
684,THYROCARE,Thyrocare Technologies Ltd.,,Nifty Microcap 250|Nifty Total Market
685,TI,Tilaknagar Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
686,TIMETECHNO,Time Technoplast Ltd.,,Nifty Microcap 250|Nifty Total Market
687,TIMKEN,Timken India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
688,TIPSMUSIC,Tips Music Ltd.,,Nifty Microcap 250|Nifty Total Market
689,TITAGARH,Titagarh Rail Systems Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
690,TITAN,Titan Company Ltd.,5056.2,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
691,TORNTPHARM,Torrent Pharmaceuticals Ltd.,4833.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
692,TORNTPOWER,Torrent Power Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
693,TARIL,Transformers And Rectifiers (India) Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
694,TRANSRAILL,Transrail Lighting Ltd.,,Nifty Microcap 250|Nifty Total Market
695,TRAVELFOOD,Travel Food Services Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
696,TRENT,Trent Ltd.,2978.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
697,TRIDENT,Trident Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
698,TRIVENI,Triveni Engineering & Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
699,TRITURBINE,Triveni Turbine Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
700,TIINDIA,Tube Investments of India Ltd.,2733.5,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
701,UCOBANK,UCO Bank,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
702,UNOMINDA,UNO Minda Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
703,UPL,UPL Ltd.,563.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
704,UTIAMC,UTI Asset Management Company Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
705,UJJIVANSFB,Ujjivan Small Finance Bank Ltd.,,Nifty Microcap 250|Nifty Total Market
706,ULTRACEMCO,UltraTech Cement Ltd.,11619.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
707,UNIONBANK,Union Bank of India,187.38,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
708,UBL,United Breweries Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 150|Nifty Total Market
709,UNITDSPR,United Spirits Ltd.,1536.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
710,URBANCO,Urban Company Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
711,USHAMART,Usha Martin Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
712,VGUARD,V-Guard Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
713,VMART,V-Mart Retail Ltd.,,Nifty Microcap 250|Nifty Total Market
714,VIPIND,V.I.P. Industries Ltd.,,Nifty Microcap 250|Nifty Total Market
715,V2RETAIL,V2 Retail Ltd.,,Nifty Microcap 250|Nifty Total Market
716,DBREALTY,VALOR ESTATE Ltd.,,Nifty Microcap 250|Nifty Total Market
717,WABAG,Va Tech Wabag Ltd.,,Nifty Microcap 250|Nifty Total Market
718,VAIBHAVGBL,Vaibhav Global Ltd.,,Nifty Microcap 250|Nifty Total Market
719,VTL,Vardhman Textiles Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
720,VARROC,Varroc Engineering Ltd.,,Nifty Microcap 250|Nifty Total Market
721,VBL,Varun Beverages Ltd.,435.0,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
722,MANYAVAR,Vedant Fashions Ltd.,,Nifty Microcap 250|Nifty Total Market
723,VEDL,Vedanta Ltd.,267.5,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
724,VIJAYA,Vijaya Diagnostic Centre Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
725,VIKRAMSOLR,Vikram Solar Ltd.,,Nifty Microcap 250|Nifty Total Market
726,VMM,Vishal Mega Mart Ltd.,105.2,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
727,VIYASH,Viyash Scientific Ltd.,,Nifty Microcap 250|Nifty Total Market
728,IDEA,Vodafone Idea Ltd.,14.11,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
729,VOLTAMP,Voltamp Transformers Ltd,,Nifty Microcap 250|Nifty Total Market
730,VOLTAS,Voltas Ltd.,1320.5,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Total Market
731,WAAREEENER,Waaree Energies Ltd.,2682.0,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
732,WAAREERTL,Waaree Renewable Technologies Ltd.,,Nifty Microcap 250|Nifty Total Market
733,WAKEFIT,Wakefit Innovations Ltd.,,Nifty Microcap 250|Nifty Total Market
734,WEWORK,WeWork India Management Ltd.,,Nifty Microcap 250|Nifty Total Market
735,WEBELSOLAR,Websol Energy System Ltd.,,Nifty Microcap 250|Nifty Total Market
736,WELCORP,Welspun Corp Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
737,WELENT,Welspun Enterprises Ltd.,,Nifty Microcap 250|Nifty Total Market
738,WELSPUNLIV,Welspun Living Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
739,WESTLIFE,Westlife Foodworld Ltd.,,Nifty Microcap 250|Nifty Total Market
740,WHIRLPOOL,Whirlpool of India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Total Market
741,WIPRO,Wipro Ltd.,184.0,Nifty 100|Nifty 200|Nifty 50|Nifty 500|Nifty Total Market
742,WOCKPHARMA,Wockhardt Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap 50|Nifty Total Market
743,YATHARTH,Yatharth Hospital & Trauma Care Services Ltd.,,Nifty Microcap 250|Nifty Total Market
744,YESBANK,Yes Bank Ltd.,22.67,Nifty 200|Nifty 500|Nifty MidSmallcap 400|Nifty Midcap 100|Nifty Midcap 150|Nifty Midcap 50|Nifty Total Market
745,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
746,ZAGGLE,Zaggle Prepaid Ocean Services Ltd.,,Nifty Microcap 250|Nifty Total Market
747,ZEEL,Zee Entertainment Enterprises Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Total Market
748,ZENTEC,Zen Technologies Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
749,ZENSARTECH,Zensar Technolgies Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 100|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
750,ZYDUSLIFE,Zydus Lifesciences Ltd.,1135.2,Nifty 100|Nifty 200|Nifty 500|Nifty Next 50|Nifty Total Market
751,ZYDUSWELL,Zydus Wellness Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Total Market
752,ECLERX,eClerx Services Ltd.,,Nifty 500|Nifty MidSmallcap 400|Nifty Smallcap 250|Nifty Smallcap250 Momentum Quality 100|Nifty Smallcap250 Quality 50|Nifty Total Market
